	Treatment1	Treatment2	Treatment3	Treatment4	Treatment5	Treatment6	Treatment7	Treatment8	Treatment9	Treatment10	Treatment11	Treatment12	Treatment13	Treatment14	Treatment15	Treatment16	Treatment17	Treatment18	Treatment19	Treatment20	Treatment21	Treatment22	Treatment23	Treatment24	Treatment25	Treatment26	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Control9	Control10	Control11	Control12	Control13	Control14	Control15	Control16	Control17	Control18	Control19	Control20	Control21	Control22	Control23	Control24	Control25	Control26	Control27	Control28
T2D-198A_GL0045872	463947.0963	463947.0963	476725.9775	463947.0963	482718.0111	488270.7483	447808.7514	504065.9678	475288.475	475288.475	475288.475	470568.9651	429475.7639	429475.7639	457314.9406	48960.01078	7098.384306	-138051.0673	-317702.6601	453353.8504	553762.4301	453353.8504	473568.3532	473568.3532	473568.3532	485146.312	510887.2918	463947.0963	463947.0963	463947.0963	493724.8578	497448.0519	447808.7514	512454.2501	475288.475	475288.475	475288.475	475288.475	545162.2142	465580.8144	490597.905	502890.5594	49069.31006	4084872.573	255754.2596	790847.1299	471562.546	453353.8504	453353.8504	453353.8504	473568.3532	473568.3532	473568.3532	473568.3532
V1.FI16_GL0019626	1653373.552	2387415.548	1417525.901	1237955.419	1852385.897	1498786.605	1132944.424	1128966.077	1539707.116	1460602.607	1216960.718	1305380.723	1674467.007	3785173.214	843783.4489	2123233.637	1952431.81	950093.8015	495941.3135	1341804.238	1415927.031	1744526.143	892498.8587	2148191.923	1285644.726	1010467.345	587201.9918	744228.8163	857746.3811	1121363.719	522741.7354	1668387.337	962301.744	1377589.098	1324108.551	1228025.009	1445629.623	929868.2209	961002.3417	532732.008	-329420.6095	847805.6658	883724.0398	1364914.015	1453775.138	1308924.882	577102.1044	522474.8396	528880.5131	553866.6182	1300282.61	1224323.861	1100915.621	1342539.609
V1.UC27-0_GL0121164	6350280.488	7313555.221	7460483.99	7256296.215	5608312.801	6074780.612	8544700.529	5015784.585	8264993.35	5820059.919	5072338.782	7775863.204	7737872.203	5079641.808	6675897.066	10630278.17	6303909.935	6601587.753	6361904.636	7513146.571	6112633.005	6610289.218	7430903.411	8423329.278	8238091.886	8890557.522	5497067.287	9040643.481	7733274.535	6779317.895	6480433.692	7121923.859	8466715.884	6467140.855	6760099.015	7951310.911	7107556.822	5692646.12	7196247.154	9176844.714	7419760.881	4772041.33	7391431.892	5670093.379	6052094.035	6156739.284	7559244.98	5277438.302	7130800.944	7202466.538	7141139.205	6183528.044	5431414.614	5979353.436
MH0055_GL0030858	2483255.784	1263395.264	873226.0935	876198.4906	2036191.057	1682067.894	2253605.218	2173113.002	2399280.239	911880.2212	1195516.232	1075676.676	1007310.304	1129768.531	1075517.406	1434035.671	1199085.333	1409234.11	2090200.75	2620892.735	928647.6323	133776.8256	1091437.852	1301211.466	1650287.5	1349554.943	1637356.459	1296764.627	1084041.95	975801.8322	1908638.577	1658005.406	939963.731	1513843.421	1186487.542	679345.371	417451.9212	659691.0783	951745.2076	1377950.006	838345.4255	2596559.672	1539886.862	1484237.774	1738767.307	1823373.387	2459559.118	1340575.716	1359521.674	1701525.503	1379074.412	1243860.035	1409116.77	1421975.089
NOM014_GL0023636	3798918.329	4301209.722	4163817.319	4287777.208	3794575.65	4117307.695	3953331.737	3698278.024	3351701.312	3324542.045	3723830.926	3704704.302	2910752.022	2970108.318	2871119.329	3736177.26	3936748.647	4822200.98	2864544.557	3414038.527	4314948.152	4195147.477	4061680.184	4987319.992	4328996.122	4887774.133	3325395.784	4330930.48	3548777.426	5045603.662	3421624.843	3062353.699	3346926.684	3024554.631	5271527.996	4422824.708	4312853.498	4169338.21	4586268.947	5105636.531	4437136.255	4038892.611	4077808.475	3804528.403	2947462.337	3702810.946	3692006.017	2853294.423	3116834.534	3264528.14	3054376.325	3366567.627	3265313.316	3404153.592
MH0147_GL0085305	1194428.093	1006584.399	812940.923	841522.7535	1051989.364	1201194.079	1136024.163	1184539.351	1763714.725	1763714.725	1763714.725	1127565.983	1755529.974	1161363.72	1531607.205	2045731.18	1864508.197	1285196.563	1630057.232	1622982.419	1976779.931	2041040.87	946189.8373	1849852.898	2804897.522	2233889.309	3102768.927	2481633.496	3607436.547	2405299.863	1976110.289	2182181.996	3119176.293	2711187.831	3180771.543	2467592.953	2766326.393	1931390.856	2184485.54	3832303.896	2048375.621	3005637.803	4322732.166	2000351.67	2356660.486	2553403.379	3043230.517	2377386.618	2206640.348	1386008.19	1761872.164	1970049.056	1729860.635	2203508.94
MH0119_GL0067011	1856649.205	1815323.351	1839682.578	2362254.668	2511426.035	3403497.483	1171856.75	2803574.408	2794037.852	2874521.247	2880783.461	1220364.11	2030923.228	3337492.791	2087808.498	2886067.342	2023186.938	1628592.16	1428383.527	1871357.968	2563814.975	1792855.012	2461639.168	2778289.663	2284695.301	3598714.484	3269484.413	3679349.628	2567308.466	5064795.854	3745723.213	3147079.486	2904734.323	5023609.622	3693461.593	3086917.388	3310075.427	3177403.5	3105248.595	3590341.1	4223469.684	4389422.383	4073915.286	5158656.695	3348287.877	4027214.091	4991133.533	3404854.061	4677480.172	3385497.167	2596121.865	2782709.911	2509592.162	3235182.571
O2.UC36-0_GL0121483	1396295.857	1481912.388	1824909.757	1675132.24	1555321.963	1383856.116	3252172.801	938692.4657	5327591.386	994915.2539	326129.1883	1366011.791	4668341.164	1142832.346	3860289.498	598545.6422	699476.1431	528369.2843	656070.1176	2077990.775	717823.5278	1893241.066	1491937.008	3498961.656	1530516.11	381243.6341	1202270.566	1495159.301	1540675.215	1527839.59	1312787.503	1022131.983	719874.5249	1448880.93	202196.8623	3488007.667	854067.7948	2440176.48	922193.8005	1125580.176	718143.5866	669179.776	1483520.735	1503658.679	1547984.046	1485162.415	847988.0955	1342228.558	1510270.315	4058276.719	1196163.889	526649.3853	1515124.972	3417145.606
MH0135_GL0015814	2592719.972	2801959.557	1819472.92	1914859.193	954283.6298	954283.6298	954283.6298	954283.6298	959592.3269	959592.3269	959592.3269	275612.3739	302504.7954	1288963.818	200770.8654	1235787.477	747325.2845	1118980.895	791381.7814	1603836.419	1104750.792	1869983.179	950714.7577	950714.7577	950714.7577	950714.7577	648783.066	885000.5861	907803.365	1607382.989	954283.6298	954283.6298	954283.6298	954283.6298	959592.3269	959592.3269	959592.3269	959592.3269	1001841.863	738933.8915	825750.3319	1095289.21	780866.3924	1012801.568	1184049.526	1053837.688	935648.4586	1359129.706	1937688.594	1169393.342	1011712.595	957707.1313	950714.7577	950714.7577
T2D-135A_GL0015145	1582267.077	1433205.63	1192974.041	2096355.744	1658371.504	2014288.179	1754805.566	2326260.218	1762994.086	1500036.573	1734603.149	1827915.209	1563643.523	1403333.261	1982626.326	1254844.329	1940945.728	1300273.026	1309607.215	1504033.338	1117436.264	1319453.163	1454960.257	1344922.272	1833751.762	932462.9647	1922912.928	2560410.607	1173792.49	1722084.404	1337715.167	1871119.345	1297467.461	1944709.172	1879288.635	1665155.999	1595096.773	2082545.14	1977086.747	1311682.013	2004387.541	1696017.627	1437161.612	2154337.149	2200699.778	1705317.203	2210469.746	2282458.505	2302759.834	1989272.45	1808615.817	2097750.998	1823984.652	1585020.816
MH0234_GL0163805	1346433.094	865563.02	1053168.298	1062990.564	1662645.535	1580794.695	901148.7312	1433412.319	1446413.36	1446413.36	1510131.192	1651007.087	904509.8351	952370.126	745439.1722	1602785.194	1400414.259	1477605.668	703213.239	864993.4706	1066157.342	1138415.909	1251896.317	969482.5192	674759.2783	1034287.573	1302373.215	1623982.264	1626788.625	2395872.043	2559274.64	1810282.237	1542094.635	2178505.045	1446413.36	1446413.36	1446413.36	1446413.36	1433849.71	1656507.543	1826484.283	2062355.855	1690395.076	1336956.29	1407044.196	1787476.296	2125076.803	1812773.953	1610764.855	1544406.3	1487978.481	1549303.572	1595264.997	1731631.415
MH0377_GL0013925	782748.0071	878222.5751	782748.0071	863834.4318	1038272.295	433604.8305	218550.9306	661282.4394	854788.6714	854788.6714	854788.6714	808309.3379	433220.0091	819499.7923	631175.7247	843463.1723	866304.2309	843463.1723	843463.1723	793074.3052	793074.3052	793074.3052	846444.4539	846444.4539	846444.4539	846444.4539	927359.4839	1094673.995	782748.0071	933159.5292	1095201.944	953267.1893	1006549.078	1794055.393	854788.6714	854788.6714	854788.6714	854788.6714	1759954.194	658803.347	1615352.739	990816.3969	843463.1723	843463.1723	843463.1723	843463.1723	812478.7284	851808.7486	957672.4571	946954.7335	846444.4539	846444.4539	846444.4539	846444.4539
MH0264_GL0057612	2446173.138	1977925.58	2429869.254	2915072.852	3284923.539	2195216.897	1147397.674	2431638.57	2257506.851	2099079.459	2595664.936	1886906.019	1801566.633	2352243.257	1462717.951	1634885.733	1749885.87	2012973.872	1742267.331	2263565.635	2644857.183	1451733.983	1169139.076	1638693.072	1751090.249	1414761.416	2285253.8	2193462.931	1672227.748	3430927.753	3070682.368	2126426.673	1593256.446	3008025.003	2001663.899	1789800.309	2000494.505	2649863.781	2432907.033	2245692.567	2420476.753	2772439.951	3300226.212	2450523.029	2625573.549	3089212.114	4465642.96	3088991.94	2843518.673	2512886.446	4024914.715	2514331.166	2855096.729	2296561.636
MH0006_GL0032162	734348.5461	1143366.501	1125423.905	987986.0605	1126749.36	969406.5338	1076813.671	969406.5338	945083.4799	945083.4799	945083.4799	1390813.557	1499541.368	1348280.387	1088706.71	1936995.426	1597447.376	841665.5379	706275.5435	1127489.266	1023088.198	1131111.541	1008904.327	1204567.795	1008904.327	1008904.327	796964.5446	1429349.512	1421781.886	1150567.951	969406.5338	969406.5338	969406.5338	969406.5338	1741371.076	995608.2944	945083.4799	945083.4799	1470866.603	1718146.535	1524735.566	1383213.787	1059037.608	1045064.784	626868.8213	991181.6509	1023088.198	1023088.198	1023088.198	1023088.198	1008904.327	1013598.14	1008904.327	1008904.327
MH0167_GL0000808	2054677.828	2574819.141	2659817.112	2910312.645	968466.0365	1148047.611	752793.7503	977830.9397	1092148.665	1092148.665	1092148.665	1148466.015	1298418.143	1345509.31	748436.9159	713952.4778	1070991.678	1635611.382	1067616.982	1915384.793	1312083.106	2017954.893	1152482.833	1152482.833	1152482.833	1152482.833	553461.1443	1398385.531	564557.1496	2301831.706	1146040.846	1027713.383	1000287.595	1468484.973	1347105.022	1373284.513	1092148.665	1092148.665	740976.7173	1359040.272	655451.6332	1267957.447	1295152.211	1041921.604	1343259.974	910785.3074	2330512.762	1654497.577	2255485.653	1371796.312	1152482.833	1255479.858	1152482.833	1152482.833
411464.DESPIG_02773	455903.5893	698721.6576	455903.5893	707265.8876	829285.9568	829285.9568	829285.9568	829285.9568	860776.3129	860776.3129	860776.3129	2741.314412	269816.8845	-248591.2786	223445.7436	849950.4931	849950.4931	849950.4931	849950.4931	804956.8695	-45088.64631	244603.9775	856965.7605	856965.7605	856965.7605	856965.7605	1049546.464	1137545.641	1374355.049	1287932.613	912759.7504	890477.4004	893050.1468	829285.9568	860776.3129	860776.3129	860776.3129	860776.3129	2539631.252	1784018.808	169203.1141	1719028.57	849950.4931	849950.4931	849950.4931	849950.4931	1742904.261	1121764.627	1826121.046	2328607.083	856965.7605	856965.7605	856965.7605	856965.7605
MH0108_GL0070803	842179.9281	1100955.761	1374892.956	1509139.08	1248450.893	1248450.893	1248450.893	1248450.893	1257563.525	1257563.525	1257563.525	1228040.635	1228040.635	1228040.635	1328042.534	1984887.712	1190943.452	1558558.35	2188439.848	1365451.741	1195131.887	995614.3437	1245686.559	1245686.559	1245686.559	1245686.559	1839825.774	1727547.198	1314388.322	2292413.581	1248450.893	1261242.911	1248450.893	1248450.893	1257563.525	1257563.525	1257563.525	1257563.525	1318059.43	1228040.635	1316277.326	1263751.531	1521147.364	999731.7457	1038961.321	1009279.341	1499026.204	1668750.187	993429.4826	2140779.497	1245686.559	1245686.559	1245686.559	1245686.559
MH0284_GL0116366	2690322.397	4783043.961	4629667.431	2895372.333	2636305.056	3626797.479	2370326.909	2188985.897	3734959.063	5100934.113	3899305.517	2935101.046	3430587.732	5694391.936	2526251.725	3408803.499	1910702.289	2199389.872	3010695.024	2943649.109	3881553.237	4501633.508	3574574.406	5216483.72	3967838.762	4640553.584	1793793.946	2837637.832	2049181.792	3449808.457	2914689.852	2732159.162	2476548.214	2902453.158	2213997.323	1686381.889	2503984.852	2338757.478	1745787.388	3177228.041	2622873.709	2435766.121	3772334.847	2687870.386	2880716.458	3457997.322	4325983.132	3628341.165	3542238.039	2839361.003	1957412.568	2716988.583	2198884.234	2165560.899
NOF013_GL0043176	1848355.949	2691169.994	2712532.409	2670475.154	2266966.52	2318731.726	2424852.47	2580230.977	2639850.4	1929005.971	2096298.158	1765191.474	1626761.307	1703736.49	1367423.78	2955181.118	2609104.078	2165577.985	2255225.591	2326784.127	2458563.46	2356933.183	2917092.441	3076857.495	2901913.787	3396874.099	2056806.393	2072160.629	1501517.108	2112548.945	2064298.901	1468750.364	2166254.39	1829656.218	2257636.678	1876425.058	1457840.905	1773621.12	2196753.15	3111318.454	1538396.3	2867626.289	2227040.273	2024133.601	1874692.733	1969892.83	1548575.78	1414522.045	1373877.49	1583258.529	1103632.584	1340069.297	1763903.996	1965702.244
NLM023_GL0007606	1897994.141	1871676.769	2008412.68	2472542.421	2361015.815	1887850.27	1943560.499	2299734.564	2290795.807	2268069.956	2350006.451	1978075.317	2151846.358	1907705.226	2952420.379	3452131.362	2602748.856	2623296.895	3813748.241	1868491.157	3024658.038	1963012.268	2396581.446	2396581.446	2396581.446	2396581.446	2545487.311	3152217.16	2757456.58	2932095.228	2661479.651	2913011.335	3697504.209	2527867.951	2314846.728	2115015.344	2089584.899	2112964.209	2206288.525	3178936.349	2784785.506	2174563.233	2919837.038	2152217.61	1834461.974	1817584.93	3348514.025	2214664.628	2361495.499	2979316.18	2396581.446	2396581.446	2396581.446	2396581.446
NOM009_GL0108718	2993705.235	3316492.152	3887905.878	3726606.472	2344442.148	3165256.505	1327548.188	2969004.75	1171739.151	1916849.187	1550310.206	2768847.341	3302739.927	3439384.533	3000454.512	2867981.616	3191681.175	2599976.807	2437184.823	1281911.739	614918.4642	1880202.421	1569372.352	1503996.894	1537487.732	1572393	996461.192	789029.2154	839017.9234	775626.7866	1361461.868	1584224.825	1045909.704	1028178.186	1205428.958	957308.4998	1391525.03	970280.2212	785966.1694	763880.7282	882860.6059	763880.7282	210577.835	535941.955	574048.8888	491197.7145	933962.012	1358770.804	1835610.718	1299613.972	1165084.959	1403931.929	1004024.476	951155.9402
N086A_GL0066963	2400069.658	1567319.997	1761015.589	1604928.047	2552347.675	1444811.237	2153694.796	2615383.452	2073517.148	1507452.53	2129859.299	1972968.427	2054017.485	1366771.916	1540459.907	1051956.991	1533892.268	1919351.499	1972205.943	1396852.665	1252800.338	1215794.77	1448080.084	1481741.73	1468824.281	1264582.66	3320194.41	1906499.358	1089019.131	2221926.267	2286435.663	2316770.286	2118842.251	2282778.297	2363289.37	1505205.892	1617669.936	2538571.169	2236532.997	2346266.496	2508724.919	2393726.935	2137411.837	2327312.802	2487497.047	2288379.131	2767760.089	2837517.712	2085354.728	2930953.227	2810829.524	2222496.919	1974760.473	2627099.951
MH0192_GL0139005	5024386.649	6756823.565	6681457.33	5605416.91	5979976.166	5895995.918	7424829.317	5703234.238	7004590.297	5936475.185	4574506.99	6320850.207	6615080.806	5161214.743	6005716.536	6606802.02	5558470.922	6411701.711	5633866.287	5526152.129	5935112.272	6147465	7091167.346	7153364.758	7024505.643	7360311.135	4198317.481	5895044.218	6574030.853	6173031.191	4809409.378	6057694.728	5533432.07	5295119.7	5800477.064	5864943.706	6119388.242	4287829.133	5414344.784	7884523.553	5410905.038	6075834.439	5881763.088	5183171.744	6221930.394	6727493.815	7433285.851	6019551.743	6573703.187	5690850.899	5090256.928	5476607.276	5366134.987	5222521.011
V1.UC39-4_GL0069292	802165.5618	802165.5618	802165.5618	802165.5618	689311.7641	1211674.402	1735822.064	937134.9153	815440.1575	815440.1575	815440.1575	1516430.298	1142684.629	857016.1807	2255122.139	1584325.61	2009550.677	1843473.061	960802.9633	802652.4415	802652.4415	802652.4415	1989526.217	1178874.221	1200334.223	1306208.147	943874.2802	802165.5618	802165.5618	802165.5618	-24476.1502	518347.8674	938757.6635	549534.137	815440.1575	815440.1575	815440.1575	815440.1575	583202.3839	540312.3682	661590.5627	590627.132	1070495.645	1174003.783	1277391.247	996643.1463	802652.4415	802652.4415	802652.4415	802652.4415	519490.3245	693489.8744	489954.9018	460333.5703
BGI-33A_GL0016186	561153.974	611342.8234	561153.974	561153.974	559892.2682	559892.2682	559892.2682	583657.5765	562558.1614	562558.1614	562558.1614	631659.9249	98911.77587	4110749.037	1275929.639	310220.9467	924435.3089	509713.1955	472240.8991	559474.4237	559474.4237	559474.4237	559160.6354	559160.6354	559160.6354	559160.6354	561153.974	561153.974	599314.6148	561153.974	600741.0109	559892.2682	559892.2682	602563.2505	562558.1614	586261.9374	562558.1614	562558.1614	77562.66224	-49103.30256	216597.234	310688.4518	435348.8431	562552.5025	416038.0698	332964.4968	559474.4237	559474.4237	559474.4237	559474.4237	559160.6354	559160.6354	559160.6354	559160.6354
MH0002_GL0001930	1883605.89	2976112.376	2819572.075	2592864.48	2906141.845	2394156.887	3139734.982	3042222.057	2978670.967	2778078.695	3010447.96	3456747.077	3692250.038	2782421.296	3836590.562	4392951.944	3746545.121	3653809.37	3524133.879	2019632.162	2626818.726	2851854.441	3966088.627	3670479.962	3359520.114	2998964.139	2206168.559	2782678.215	2271163.817	3148513.589	1696240.549	2287044.244	3533828.667	2462028.577	3105088.137	3097316.59	2522066.656	2369796.138	2744022.572	2436280.287	2873998.107	2850378.748	2490632.576	2626567.731	2545462.589	2519071.54	2714451.889	2797400.873	2079160.257	3120609.15	1980144.218	2522159.04	2235997.257	2834562.161
MH0211_GL0061441	937632.434	937632.434	937632.434	937632.434	1080091.099	122987.2984	1150720.565	136545.4377	1002615.006	1002615.006	1002615.006	969278.3596	910642.8423	1006027.829	910642.8423	586230.5832	1177504.222	1309851.682	1411774.842	57892.2757	763688.8515	997249.7385	964976.4232	1176644.689	652658.8593	980509.7672	1109000.259	990773.3294	937632.434	937632.434	1197719.192	122987.2984	917985.294	1654498.058	1002615.006	1002615.006	1002615.006	1002615.006	1199588.515	1100930.848	1130598.915	1105698.804	1001081.882	1084441.657	915388.5244	957884.2884	1904906.018	518042.8424	655940.4467	1686101.701	1005947.205	645378.927	1223117.746	342118.9534
MH0259_GL0083995	-151598.9855	226702.4181	181725.0749	260411.1629	849378.2064	768432.5978	768432.5978	768432.5978	839042.7522	839042.7522	839042.7522	486856.7472	602490.3728	478324.9933	430672.9454	178191.2874	-321973.3799	1314507.958	794619.8151	447746.3515	467432.0978	365780.0285	835006.5736	835006.5736	835006.5736	835006.5736	617156.6544	1119337.156	1798795.894	2067948.252	768432.5978	904176.9038	1269966.409	768432.5978	839042.7522	839042.7522	839042.7522	839042.7522	2163241.02	1041004.363	1737630.043	1263765.564	1090671.668	848781.4871	1475235.516	1846778.195	2303341.479	1262111.92	1386571.39	2078419.625	835006.5736	835006.5736	835006.5736	835006.5736
MH0102_GL0126075	1876976.983	2289134.5	2425870.043	2350305.664	966533.9738	1348059.622	1056377.768	1421035.694	1082030.575	1082030.575	1082030.575	1247590.061	1777261.884	785792.7892	724696.0647	724784.4497	832450.6944	980470.5587	1109836.291	1986986.394	1532574.373	2284963.325	1496907.974	931150.8121	1094755.22	586647.2416	1083529.324	1613173.628	762933.4641	2553804.916	1528136.466	1135693.138	710811.8806	1328652.473	1082030.575	1812416.841	1082030.575	1082030.575	543658.7488	1287871.922	1417151.282	1198181.238	1108704.452	1271406.398	1182786.892	1963119.576	2091239.127	1588340.067	1635819.292	1469977.941	586647.2416	1315567.055	586647.2416	1229490.86
